event,camera,person_a,person_b,started_at,event_at,duration_seconds,normalized_distance,method
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:35.938+00:00,1.378,0.8972,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_149,unknown_track_65,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:35.938+00:00,1.378,1.1328,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_118,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:35.938+00:00,1.378,1.5269,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:33.800+00:00,2026-07-23T07:48:35.938+00:00,2.138,1.1064,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_149,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,1.4457,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,0.8866,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_149,unknown_track_65,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,1.1407,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_118,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,1.3986,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:33.800+00:00,2026-07-23T07:48:36.693+00:00,2.893,1.1135,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_118,unknown_track_34,2026-07-23T07:48:35.327+00:00,2026-07-23T07:48:36.693+00:00,1.366,1.6376,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_149,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,1.4457,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,0.8866,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_149,unknown_track_65,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,1.1407,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_118,2026-07-23T07:48:34.560+00:00,2026-07-23T07:48:36.693+00:00,2.133,1.3986,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:33.800+00:00,2026-07-23T07:48:36.693+00:00,2.893,1.1135,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_118,unknown_track_34,2026-07-23T07:48:35.327+00:00,2026-07-23T07:48:36.693+00:00,1.366,1.6376,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_101,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:40.848+00:00,1.274,1.6959,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:40.848+00:00,1.274,0.9538,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:40.848+00:00,1.274,1.0948,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_101,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:41.503+00:00,1.929,1.6262,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:41.503+00:00,1.929,0.9759,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_166,2026-07-23T07:48:40.202+00:00,2026-07-23T07:48:41.503+00:00,1.301,1.2903,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:41.503+00:00,1.929,1.0762,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_166,unknown_track_34,2026-07-23T07:48:40.202+00:00,2026-07-23T07:48:41.503+00:00,1.301,0.6654,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_101,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:42.138+00:00,2.564,1.5530,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_169,2026-07-23T07:48:40.848+00:00,2026-07-23T07:48:42.138+00:00,1.290,1.7320,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:42.138+00:00,2.564,0.9191,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_169,unknown_track_65,2026-07-23T07:48:40.848+00:00,2026-07-23T07:48:42.138+00:00,1.290,0.6329,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_166,2026-07-23T07:48:40.202+00:00,2026-07-23T07:48:42.138+00:00,1.936,1.2974,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:42.138+00:00,2.564,1.0847,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_166,unknown_track_34,2026-07-23T07:48:40.202+00:00,2026-07-23T07:48:42.138+00:00,1.936,0.6706,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_101,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:42.138+00:00,2.564,1.5530,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_169,2026-07-23T07:48:40.848+00:00,2026-07-23T07:48:42.138+00:00,1.290,1.7320,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:42.138+00:00,2.564,0.9191,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_169,unknown_track_65,2026-07-23T07:48:40.848+00:00,2026-07-23T07:48:42.138+00:00,1.290,0.6329,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_166,2026-07-23T07:48:40.202+00:00,2026-07-23T07:48:42.138+00:00,1.936,1.2974,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:39.574+00:00,2026-07-23T07:48:42.138+00:00,2.564,1.0847,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_166,unknown_track_34,2026-07-23T07:48:40.202+00:00,2026-07-23T07:48:42.138+00:00,1.936,0.6706,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:46.909+00:00,1.434,0.8821,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_118,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:46.909+00:00,1.434,1.4136,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:46.909+00:00,1.434,1.0535,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_118,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:46.909+00:00,1.434,1.5951,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:48:46.245+00:00,2026-07-23T07:48:47.593+00:00,1.348,1.4050,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:47.593+00:00,2.118,0.8812,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_173,unknown_track_65,2026-07-23T07:48:46.245+00:00,2026-07-23T07:48:47.593+00:00,1.348,1.1472,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_118,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:47.593+00:00,2.118,1.4563,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:47.593+00:00,2.118,1.0549,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_118,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:47.593+00:00,2.118,1.6912,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:48:46.245+00:00,2026-07-23T07:48:48.228+00:00,1.983,1.3444,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,0.8661,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_173,unknown_track_65,2026-07-23T07:48:46.245+00:00,2026-07-23T07:48:48.228+00:00,1.983,1.1056,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_118,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,1.4843,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,1.0779,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_118,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,1.7674,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:48:46.245+00:00,2026-07-23T07:48:48.228+00:00,1.983,1.3444,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,0.8661,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_173,unknown_track_65,2026-07-23T07:48:46.245+00:00,2026-07-23T07:48:48.228+00:00,1.983,1.1056,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_118,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,1.4843,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,1.0779,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_118,unknown_track_34,2026-07-23T07:48:45.475+00:00,2026-07-23T07:48:48.228+00:00,2.753,1.7674,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:52.600+00:00,1.216,1.4547,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:52.600+00:00,1.216,0.9231,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_173,unknown_track_65,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:52.600+00:00,1.216,1.4009,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:52.600+00:00,1.216,1.0438,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:53.257+00:00,1.873,1.0666,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:52.600+00:00,1.216,1.4547,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:52.600+00:00,1.216,0.9231,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_173,unknown_track_65,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:52.600+00:00,1.216,1.4009,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:53.894+00:00,2.510,1.0799,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:51.384+00:00,2026-07-23T07:48:53.894+00:00,2.510,1.0799,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:56.190+00:00,2026-07-23T07:48:57.624+00:00,1.434,1.0904,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:56.190+00:00,2026-07-23T07:48:58.257+00:00,2.067,1.0886,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:48:57.624+00:00,2026-07-23T07:48:58.869+00:00,1.245,1.2769,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:56.190+00:00,2026-07-23T07:48:58.869+00:00,2.679,1.0853,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:48:57.624+00:00,2026-07-23T07:48:58.869+00:00,1.245,1.2769,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:48:56.190+00:00,2026-07-23T07:48:58.869+00:00,2.679,1.0853,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.0791,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,0.8275,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_173,unknown_track_65,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,0.9044,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.3637,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.0870,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.7134,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.0791,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_65,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,0.8275,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_173,unknown_track_65,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,0.9044,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.3637,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.0870,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:04.131+00:00,2026-07-23T07:49:05.465+00:00,1.334,1.7134,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:09.832+00:00,1.201,0.9180,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:09.832+00:00,1.201,1.3855,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:09.832+00:00,1.201,0.9471,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:09.832+00:00,1.201,1.4136,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:10.536+00:00,1.905,0.9812,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:10.536+00:00,1.905,1.4352,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:10.536+00:00,1.905,0.9258,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:10.536+00:00,1.905,1.4753,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,1.1802,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,1.7240,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,0.9843,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,1.7683,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,1.1802,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,1.7240,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,0.9843,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:08.631+00:00,2026-07-23T07:49:11.163+00:00,2.532,1.7683,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:15.517+00:00,1.191,1.4091,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:15.517+00:00,1.191,1.5748,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:15.517+00:00,1.191,0.9086,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:15.517+00:00,1.191,1.7475,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.136+00:00,1.810,1.5114,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.136+00:00,1.810,1.6336,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.136+00:00,1.810,0.9673,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.136+00:00,1.810,1.8667,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.753+00:00,2.427,1.6020,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_182,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.753+00:00,2.427,1.6086,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.753+00:00,2.427,1.0182,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_182,unknown_track_34,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.753+00:00,2.427,1.8888,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_173,2026-07-23T07:49:14.326+00:00,2026-07-23T07:49:16.753+00:00,2.427,1.6020,sustained_proximity_estimate
